time,FL_p_test,TC_t_test
2.009848484848485,"[0.1673186043208303, -47.3988242353056, 32.18897040302778]","[-0.28509761025057256, -48.33053684735428, 30.771484809981203]"
2.01979797979798,"[0.1597408641042642, -47.12542611311111, 32.58795861243514]","[-0.26674198362580465, -48.474752711268636, 30.543960913857735]"
2.029747474747474,"[0.1553674809061326, -46.65797339022745, 33.25380775301451]","[-0.24967043426511562, -47.683046074225, 31.765879993624193]"
2.03969696969697,"[0.15429292296084648, -47.30596876473908, 32.3253439724189]","[-0.25472024837776086, -46.48037802977635, 33.5009839529512]"
2.049646464646465,"[0.14851426604881282, -46.737786447384515, 33.1415692374879]","[-0.23914420978800371, -47.76921899246948, 31.636227286264102]"
2.05959595959596,"[0.146667091168955, -47.05344285609104, 32.691869848093546]","[-0.24186319661930702, -48.35650411323641, 30.731032559164287]"
2.069545454545454,"[0.14879291513632792, -46.71574281701103, 33.172633053995455]","[-0.23910029086742265, -47.67860653814903, 31.772624374499248]"
2.07949494949495,"[0.15394154830083007, -47.57299906363948, 31.931057171700537]","[-0.26029072886728777, -47.12808818723432, 32.58346056766338]"
2.089444444444445,"[0.16135552960272095, -47.46442209436073, 32.092194528470195]","[-0.2709535800488766, -46.760640262227014, 33.108540536178815]"
2.099393939393939,"[0.17184376981705168, -46.45801195725457, 33.53252070319364]","[-0.27419043932776194, -47.29493661230239, 32.34068862057554]"
2.109343434343435,"[0.195426879594346, -47.124369646455186, 32.58929185746032]","[-0.33282459036545986, -48.53425468757927, 30.448673201388953]"
2.119292929292929,"[0.23537796127354219, -46.668717923383575, 33.23825679265909]","[-0.3985725235294606, -48.66984830809033, 30.23066912297359]"
2.129242424242424,"[0.2728906881013131, -47.15245815773629, 32.54808090144517]","[-0.4837671869404301, -48.02925597278002, 31.237203620390847]"
2.139191919191919,"[0.2982781790121915, -47.17155890852579, 32.52016928429418]","[-0.5318463211577104, -47.02190979724166, 32.73321689847309]"
2.149141414141414,"[0.3237444260701992, -46.982868017154644, 32.79194493226896]","[-0.5839855749340228, -47.989725113468324, 31.29619137201461]"
2.159090909090909,"[0.3716505980598656, -44.474457014368596, 36.12050524455308]","[-0.5865754190538378, -46.85736882796396, 32.967397012952915]"
2.169040404040404,"[0.44519967891682766, -44.18943427647342, 36.467822057025465]","[-0.6921281270352048, -43.46090895874973, 37.32930083924394]"
2.178989898989899,"[0.4500531002693092, -46.601431268754645, 33.330322619533995]","[-0.8495867407699049, -47.64526370821983, 31.81215803047387]"
2.188939393939394,"[0.4599372967107512, -45.46935503468862, 34.85875156146983]","[-0.767024365674373, -42.64826216936121, 38.25367639283367]"
2.198888888888889,"[0.3961370010666344, -45.60578799440791, 34.68085245343963]","[-0.6892031908372148, -49.079569259896275, 29.555494078707742]"
2.208838383838384,"[0.3846074574380788, -44.35852114989901, 36.26265335726813]","[-0.5965214905087262, -45.18835396105227, 35.220209800819724]"
2.218787878787879,"[0.3629467647652774, -45.82112752268354, 34.396204619226]","[-0.594104929498463, -43.818339580865306, 36.91079118253174]"
2.228737373737374,"[0.32482160958689943, -47.057764947253915, 32.68436322008876]","[-0.5866435546682163, -47.53322089809743, 31.985232692669037]"
2.238686868686869,"[0.3130943261698961, -45.050802881403236, 35.39962544569666]","[-0.490052279870549, -46.03294638532185, 34.110614856094614]"
2.248636363636364,"[0.2948854425337083, -46.478965222360756, 33.502614591194295]","[-0.5105222953604189, -48.830373559666825, 29.968989556224216]"
2.258585858585858,"[0.29785376822982434, -47.17023086480159, 32.52209946030261]","[-0.5320108717329374, -47.22443512226371, 32.44034589561596]"
2.268535353535354,"[0.30027973174659417, -47.055300283174624, 32.68814612905896]","[-0.5259411676817335, -45.96858255264714, 34.19677110489156]"
2.278484848484849,"[0.30045097377286095, -47.03149990942173, 32.722379123379255]","[-0.524851043943028, -45.86340107518776, 34.33772449085527]"
2.288434343434343,"[0.2999513007434492, -47.09225633473264, 32.63488582074036]","[-0.527665685156747, -46.15973446477884, 33.93827976014048]"
2.298383838383838,"[0.29950434795670766, -47.12873547354059, 32.58218746220604]","[-0.5294285197186567, -46.404293222321314, 33.60308953044461]"
2.308333333333333,"[0.2992073122705991, -47.14604805119636, 32.55713405922444]","[-0.5303065689223456, -46.55976635340042, 33.387322175811946]"
2.318282828282829,"[0.29891971691667296, -47.15832570496466, 32.539350235046975]","[-0.5309670949414106, -46.70622252870829, 33.18212170815207]"
2.328232323232323,"[0.2983865289170043, -47.17062811129186, 32.52151840054992]","[-0.5317521606687252, -46.969488045411275, 32.808394998892226]"
2.338181818181818,"[0.2971372211385055, -47.149495417156736, 32.55216031834253]","[-0.5315472716024929, -47.55861926926349, 31.9484200033591]"
2.348131313131313,"[0.2952888871046385, -46.93225792803697, 32.86460588933189]","[-0.5244289247918805, -48.421287819722394, 30.625319756603183]"
2.358080808080808,"[0.2952245970225836, -46.314343469622074, 33.72982035865195]","[-0.5060279688630309, -48.829228476566655, 29.97093145182053]"
2.368030303030303,"[0.30127129895769345, -45.4277004933011, 34.9147477938349]","[-0.4877701707167331, -47.915714343404055, 31.41102910179173]"
2.377979797979798,"[0.31466990497775077, -45.064751925775916, 35.38185222301005]","[-0.49202050534353325, -45.797408705714055, 34.426176402206686]"
2.387929292929293,"[0.3271086817528899, -45.78318623638762, 34.447049336137816]","[-0.5268466873011286, -44.285969267321946, 36.34943890397265]"
2.397878787878788,"[0.3296437146900127, -46.76590186241422, 33.10057564496654]","[-0.5703803369336224, -45.089806773126384, 35.34671613382367]"
2.407828282828283,"[0.3255634756816225, -47.08064251069405, 32.651392913860114]","[-0.5872682473042562, -47.21413669003381, 32.454379714181194]"
2.417777777777778,"[0.32231357035445934, -46.71696798666119, 33.16967539948776]","[-0.5742639566765084, -48.633720284744015, 30.28593439511294]"
2.427727272727273,"[0.322819128903575, -46.06603730271226, 34.06790784663597]","[-0.5535801421574525, -48.88229414069134, 29.88346061922694]"
2.437676767676768,"[0.3268808039466573, -45.41311208412699, 34.93349037508668]","[-0.5380757661727509, -48.331304712331466, 30.76689469682255]"
2.447626262626263,"[0.3341145347635345, -44.912985419427145, 35.574126246525424]","[-0.5314554772755787, -47.24373932053904, 32.41223534562791]"
2.457575757575758,"[0.34490641198297856, -44.736399550273525, 35.79583697662347]","[-0.5376334843862477, -45.694154144250305, 34.562430141552596]"
2.467525252525252,"[0.3579472959615391, -45.23849099983608, 35.159026661766504]","[-0.566878755851234, -44.103097982006176, 36.570503782112056]"
2.477474747474748,"[0.3644912387713098, -46.417611127957784, 33.586885436466]","[-0.6232787538004169, -44.3063243167666, 36.32309869964707]"
2.487424242424242,"[0.3582281406267637, -46.948049720543835, 32.84141668759664]","[-0.6545296463606516, -47.487272068938516, 32.05209716078482]"
2.497373737373737,"[0.3563991425515341, -45.706448968489305, 34.54851447390779]","[-0.6093862578775955, -48.90734353178341, 29.841359671847673]"
2.507323232323233,"[0.3769966943424148, -44.359828789160616, 36.261133646103175]","[-0.5887039356420363, -46.15117601707432, 33.948913530905934]"
2.517272727272727,"[0.40263968822218943, -45.21934062897111, 35.18317018652945]","[-0.6464526160776931, -43.3400858182, 37.470327064198]"
2.527222222222222,"[0.40558498822859657, -46.64354838627658, 33.271928780371944]","[-0.7260815609496375, -44.91019216252907, 35.57181181080472]"
2.537171717171717,"[0.39742804677645455, -46.69534961638426, 33.19928802192935]","[-0.7347681936734118, -48.085880080149245, 31.145057435021936]"
2.547121212121212,"[0.3957558313579482, -45.715923623990186, 34.53554769421192]","[-0.6930956634003188, -49.10294410440518, 29.516552113903494]"
2.557070707070707,"[0.40547540744083127, -44.495851029817814, 36.09378313280509]","[-0.6593909515797964, -47.98353423542802, 31.304184957641464]"
2.567020202020202,"[0.42730757875513903, -43.83913179585397, 36.88840307780519]","[-0.6609926746927414, -45.36067474022598, 34.99683736864191]"
2.576969696969697,"[0.4540975550028437, -44.7290146439715, 35.803846083928846]","[-0.7237397058228722, -42.728363339313724, 38.165030030036014]"
2.586919191919192,"[0.458665711500535, -46.48867417987717, 33.48729832002068]","[-0.8356915515888547, -44.591384726007675, 35.968269041747284]"
2.596868686868687,"[0.4460641250758693, -46.10659082131239, 34.011610659363626]","[-0.8227537445258799, -48.95255580529326, 29.762001048606628]"
2.606818181818182,"[0.46037359200287464, -43.87974987818513, 36.83967910820401]","[-0.7445517484553095, -47.775167061793226, 31.619383373547365]"
2.616767676767677,"[0.5070647732490823, -43.47099657629919, 37.3205264163149]","[-0.7804415210666462, -43.012368135532896, 37.84353905777489]"
2.626717171717172,"[0.5307381663802387, -45.27991866687171, 35.10347037732842]","[-0.9021287380398627, -41.85169199878491, 39.12069005769952]"
2.636666666666667,"[0.5299867975979464, -46.0434870095108, 34.09578812714447]","[-0.9622845341077391, -43.1977053178248, 37.627630987899465]"
2.646616161616161,"[0.5292972302995151, -46.135845944320515, 33.970721415001854]","[-0.9704123599979046, -43.512396295449285, 37.26306507107378]"
2.656565656565657,"[0.5308702737976984, -45.854473860455606, 34.349552453342625]","[-0.946350063295998, -42.69518635499274, 38.19727521279344]"
2.666515151515152,"[0.5171120442332748, -43.889002931944994, 36.82790201443976]","[-0.8090718100080132, -42.180949132319846, 38.76750292596416]"
2.676464646464646,"[0.4477170519128623, -45.096077311994705, 35.3404826017383]","[-0.7783101976963472, -49.14776689768717, 29.43972812745578]"
2.686414141414141,"[0.4563901946391655, -44.94694991569813, 35.529843107980454]","[-0.7362278696079577, -42.610214579694706, 38.29665692992182]"
2.696363636363636,"[0.3951458376673289, -46.13627198493026, 33.971968107709884]","[-0.7094524358958975, -49.01877435296607, 29.655737862780303]"
2.706313131313131,"[0.37089342802773584, -44.4991621225231, 36.090072852104285]","[-0.5865221208218233, -46.959066271933835, 32.82237707238245]"
2.716262626262626,"[0.3357087732712537, -44.8520598850777, 35.65089583301795]","[-0.5314145618101378, -47.007377055380296, 32.75409059871066]"
2.726212121212122,"[0.30692856195575946, -45.13057541597538, 35.29792214128983]","[-0.485853340473322, -46.99453024665993, 32.77322723564252]"
2.736161616161616,"[0.29501592467074794, -45.58553877539515, 34.7084711586794]","[-0.46595253070435105, -45.04670223677513, 35.403161664492515]"
2.746111111111111,"[0.2770143630938024, -46.53308518340508, 33.4275574394593]","[-0.457892618761029, -44.96967883715659, 35.501051669555075]"
2.756060606060606,"[0.2556611753015262, -46.39173824216962, 33.62361685252205]","[-0.4149551728586867, -45.14478394660249, 35.27864289667113]"
2.766010101010101,"[0.23141749201108405, -45.90659664140076, 34.283190936082185]","[-0.36537284291657085, -46.368410872358986, 33.65476676296398]"
2.775959595959596,"[0.2088549929979002, -46.4543062656871, 33.53744413304907]","[-0.34302847301163997, -48.304664547168265, 30.81149240890472]"
2.785909090909091,"[0.19552793408523525, -47.27392551968094, 32.37196448778473]","[-0.3357836069471168, -48.38802659272416, 30.68049024775954]"
2.795858585858586,"[0.18549242625508813, -47.4439924014344, 32.122259067260224]","[-0.31941051456266895, -48.078930695512064, 31.162810369269963]"
2.805808080808081,"[0.1757157675343241, -47.15814886674613, 32.54050505819776]","[-0.29666067341346, -48.51366215451449, 30.481845856414637]"
2.815757575757576,"[0.16971251948430893, -46.58967217394823, 33.34936272849166]","[-0.2742245387958467, -47.8972172370568, 31.441815021723137]"
2.825707070707071,"[0.16612115343605846, -46.580108754604474, 33.36273703075551]","[-0.26450320101518293, -46.6829806501208, 33.218002734794936]"
2.835656565656566,"[0.1613652043366636, -47.18534015299875, 32.50113822512033]","[-0.2649287813541893, -46.32542669629096, 33.71484842260346]"
2.845606060606061,"[0.1529128795960806, -47.565727758752686, 31.941892718547876]","[-0.2606436570674645, -48.04437869279754, 31.21659960531955]"
2.855555555555556,"[0.15080946608191576, -46.674647043498844, 33.23042175298847]","[-0.24046755175961254, -47.04639775888662, 32.70145231149409]"
2.865505050505051,"[0.14622578160945265, -47.26114722444476, 32.39087728144908]","[-0.244436834694692, -48.44648916278976, 30.58895696890108]"
2.875454545454545,"[0.14620465360036666, -47.4787015637088, 32.07113767915453]","[-0.2475116341462833, -48.30777447350515, 30.80753176448367]"
2.885404040404041,"[0.1468813040324972, -46.99185124412841, 32.78034003093893]","[-0.24118548514731236, -48.29415153996777, 30.82893294631079]"
2.895353535353536,"[0.1543043382063591, -47.32838254968986, 32.29251841236863]","[-0.25517951379278614, -46.5074022052727, 33.46345429785276]"
2.90530303030303,"[0.16124062348743906, -47.11676166976466, 32.600477315948574]","[-0.2634617841662973, -46.288376301714116, 33.76570978449792]"
2.915252525252525,"[0.16850437862186257, -46.76247477517029, 33.106629384274264]","[-0.2758282928656651, -48.23883811484533, 30.915121964733427]"
2.92520202020202,"[0.19669333703711034, -47.48105582905666, 32.06738216788072]","[-0.33996607810856183, -47.574192355490965, 31.92784043433293]"
2.935151515151515,"[0.23546648153985633, -47.201956429637654, 32.47654868920655]","[-0.4110311596257784, -48.27631251313131, 30.855065281603963]"
2.94510101010101,"[0.27466490031113383, -47.24476935318396, 32.413927222240915]","[-0.48614643175872335, -47.142524685412, 32.559981233777656]"
2.955050505050505,"[0.3003449598675537, -47.0466567759501, 32.70058453793716]","[-0.5255436947117732, -45.929046403290094, 34.24985912848574]"
2.965,"[0.328533210096093, -46.96931995329928, 32.81129986858507]","[-0.5804648934678512, -45.80470021971322, 34.41509622682174]"
2.974949494949495,"[0.35500869971651544, -46.48367609572739, 33.49549485322425]","[-0.6357041544441747, -48.802363498538014, 30.012189976679988]"
2.98489898989899,"[0.39621048481598165, -46.54064423868639, 33.41583159389413]","[-0.7274255879998175, -48.5233295639093, 30.459213549563508]"
2.994848484848485,"[0.4039263360175137, -44.609608606927246, 35.95310853686477]","[-0.6615578739175352, -48.17659556248101, 31.006198270673824]"
3.00479797979798,"[0.3976666140330447, -46.716401393023226, 33.1696555930532]","[-0.7357699731142727, -48.00179833136549, 31.274468013274404]"
3.014747474747475,"[0.40334321010737045, -45.298032680313064, 35.08178871665318]","[-0.6504934259574381, -43.30585353990668, 37.509815482013266]"
3.02469696969697,"[0.3624892101114963, -44.95780053746714, 35.51719474307644]","[-0.5915789306307596, -48.10785106110387, 31.11416157737864]"
3.034646464646464,"[0.36442116774489886, -46.49844553491991, 33.47488775276671]","[-0.6274601548370574, -44.450712847321824, 36.14618612150906]"
3.044595959595959,"[0.327875091502921, -45.3149733799759, 35.06069074488109]","[-0.5362831838803145, -48.18224896779051, 30.99983281832794]"
3.054545454545455,"[0.3245179206678049, -47.04225241920828, 32.70668930751632]","[-0.5861235096058227, -47.66230154270895, 31.792574933388387]"
3.06449494949495,"[0.3298713436311363, -46.42450943861104, 33.57770775816463]","[-0.5545871815340623, -44.49152144413232, 36.097137042376886]"
3.074444444444445,"[0.31643290809666963, -45.096809193416405, 35.3409680229477]","[-0.49467451387667083, -45.5401527734148, 34.765732158421535]"
3.084393939393939,"[0.30110951139488823, -45.44047254928006, 34.89812512975471]","[-0.4879389801415834, -47.94230911998434, 31.370420172628684]"
3.094343434343434,"[0.2952915437403975, -46.29049068902633, 33.76254766283353]","[-0.5054023490144448, -48.824465748594655, 29.978700152636076]"
3.104292929292929,"[0.29536563998310095, -46.95059693956734, 32.83840063353803]","[-0.5250336588226249, -48.38282074067942, 30.686044822429114]"
3.114242424242424,"[0.2980788245511029, -47.17192138069477, 32.51964532831885]","[-0.5319639203686771, -47.117563164915154, 32.59537706177674]"
3.12419191919192,"[0.3003053264114859, -47.05196696274518, 32.69294375946296]","[-0.525787658121015, -45.95314121816165, 34.21752050534938]"
3.134141414141414,"[0.3011771703913535, -46.858868854343285, 32.96910754047242]","[-0.5172291705718338, -45.320251976887846, 35.05158462535249]"
3.144090909090909,"[0.3013641028735705, -46.72857856589959, 33.15351376400083]","[-0.5116976398797899, -45.054215716409956, 35.392967687328564]"
3.154040404040404,"[0.30137348690547444, -46.707647624295326, 33.1829953053939]","[-0.5108224751045081, -45.019084453815765, 35.43765575416743]"
3.163989898989899,"[0.30128262983802423, -46.805380635167914, 33.04499844735585]","[-0.5149396971141853, -45.200235327630814, 35.206248216003864]"
3.173939393939394,"[0.30070554733467175, -46.98820871160313, 32.784511102964004]","[-0.5228983717955868, -45.69684548788572, 34.55909778568904]"
3.183888888888889,"[0.29912020578723975, -47.150210845151335, 32.551105885545695]","[-0.5305253807313209, -46.60450985204011, 33.32483389730908]"
3.193838383838384,"[0.29667558743264183, -47.12238751629645, 32.591393470846775]","[-0.5307189326180533, -47.77079307412943, 31.63030218785481]"
3.203787878787879,"[0.2948523464767854, -46.759747340325696, 33.10959741184458]","[-0.5188841991880727, -48.673805270825085, 30.222471600737382]"
3.213737373737374,"[0.2960545004720828, -46.084805402448126, 34.04275859508131]","[-0.5002823449027506, -48.73944063811203, 30.116822439810548]"
3.223686868686869,"[0.3019345100235007, -45.37835848069305, 34.97884742470961]","[-0.48716056716284317, -47.80670618998951, 31.576698178523426]"
3.233636363636364,"[0.3115418152020107, -45.0504628269423, 35.40007190370402]","[-0.48846905487180803, -46.269549895343985, 33.78899969629834]"
3.243585858585859,"[0.3211879989555697, -45.27754367802286, 35.1090761309067]","[-0.5046261975331521, -44.891413450287885, 35.59933567986655]"
3.253535353535354,"[0.32743571116523623, -45.82815846049171, 34.38719279014878]","[-0.5287556620678494, -44.26924285944655, 36.36978009437115]"
3.263484848484848,"[0.32978721593780796, -46.369687729824975, 33.653375020084795]","[-0.5521400406370928, -44.43419917579972, 36.1677126038215]"
3.273434343434344,"[0.3296233299808017, -46.77255706605723, 33.09117108798805]","[-0.5706999599284571, -45.10702294491764, 35.32473825259227]"
3.283383838383839,"[0.327951894887145, -47.021696393693034, 32.73620115141248]","[-0.5832310834843517, -46.1093557309923, 34.005786354498696]"
3.293333333333333,"[0.32515088691536104, -47.070418350695356, 32.66613450047319]","[-0.5870299422389731, -47.392380746193304, 32.19353961692478]"
3.303282828282828,"[0.32236956453935534, -46.73764466262414, 33.14053408238743]","[-0.5750003276181415, -48.60414954366928, 30.333354113444432]"
3.313232323232323,"[0.32348300277455283, -45.90443845954613, 34.285335618488595]","[-0.5492268401059889, -48.810479465942414, 30.000696561824448]"
3.323181818181818,"[0.333274233412658, -44.95087295352999, 35.52624802892494]","[-0.5316371349800657, -47.36911936242649, 32.228717672235206]"
3.333131313131313,"[0.35048425071877776, -44.84431601981578, 35.66049398867935]","[-0.5464984045304588, -44.95570428852335, 35.517493456442466]"
3.343080808080809,"[0.3630213745324979, -45.8351918547752, 34.37745995749724]","[-0.5947679367783739, -43.82046027471964, 36.90826279337518]"
3.353030303030303,"[0.3633401681708263, -46.785084455841265, 33.07310397277124]","[-0.6429757005821355, -45.241007867477585, 35.15173024752887]"
3.362979797979798,"[0.35811142418733316, -46.942956701694435, 32.848697422005216]","[-0.6543410274571042, -47.532893491927595, 31.984405952222986]"
3.372929292929293,"[0.3549081252412593, -46.40259078077995, 33.60773659540101]","[-0.6326044421961564, -48.8747851527144, 29.894172306780224]"
3.382878787878788,"[0.3582758937327435, -45.3956148068739, 34.955917162930305]","[-0.6010142415499049, -48.67846397912273, 30.213445293882806]"
3.392828282828283,"[0.3731639834192324, -44.4316704482487, 36.17310824122591]","[-0.5868758999532016, -46.65528920284699, 33.25275802228302]"
3.402777777777778,"[0.3979416813355319, -44.830875035094394, 35.67689218552746]","[-0.6263699908701343, -43.70456346604359, 37.04490711135405]"
3.412727272727273,"[0.4059810250938881, -46.58986415492109, 33.34705515401633]","[-0.7226230215117619, -44.70493403507365, 35.82949956251466]"
3.422676767676768,"[0.3952183454642312, -46.231639689856635, 33.84206914564216]","[-0.7134977414865835, -48.950844646818624, 29.767634762400345]"
3.432626262626263,"[0.412278733824302, -44.13250663681636, 36.53708026387358]","[-0.6546992806090863, -47.14152214599011, 32.55847982665712]"
3.442575757575758,"[0.448088555045438, -44.32718554233039, 36.300222982158076]","[-0.7004953578202177, -43.19504799274413, 37.636464833588555]"
3.452525252525252,"[0.46093683643775746, -45.83175431061218, 34.38086944881181]","[-0.7897194674082096, -42.96301604360086, 37.899366031793136]"
3.462474747474748,"[0.45915476567599206, -46.43875222115416, 33.55648698918214]","[-0.831867203613303, -44.374005199275594, 36.23619750390429]"
3.472424242424243,"[0.45946864795000825, -46.40073538404452, 33.609031440866815]","[-0.829007361474099, -44.226756031110035, 36.415836496928605]"
3.482373737373737,"[0.46039712623986634, -45.58785761932673, 34.70362549039924]","[-0.774295499357866, -42.72213824848424, 38.171006273987814]"
3.492323232323232,"[0.4395429391959118, -43.993575425406306, 36.70392994361003]","[-0.6790272913312797, -44.02429730866072, 36.663422077433246]"
3.502272727272727,"[0.3998619274426538, -44.99647938579808, 35.46777838171111]","[-0.6706028170576925, -48.67754324519577, 30.21346430791402]"
3.512222222222222,"[0.40560948788773216, -46.64056456273686, 33.27611107422641]","[-0.7258873936148974, -44.897938025490504, 35.58728141573544]"
3.522171717171717,"[0.36627217839831505, -44.703740332464164, 35.83640320945578]","[-0.5878116449007319, -47.58728280822379, 31.904722885679355]"
3.532121212121212,"[0.3639779913023669, -46.063633774826386, 34.07074277869893]","[-0.6056731561199021, -43.913260456532946, 36.79762310416802]"
3.542070707070707,"[0.3248852779934994, -47.06053801878051, 32.68036965749929]","[-0.5867323033400936, -47.50606965412496, 32.02554357436247]"
3.552020202020202,"[0.2948434969527768, -46.5124133021816, 33.456162752639294]","[-0.5114728045924879, -48.823276021922524, 29.9805347528871]"
3.561969696969697,"[0.27538516939199736, -45.84004463891691, 34.37180269526649]","[-0.4517488594531626, -48.26965089671966, 30.86491657673057]"
3.571919191919192,"[0.2575390569953684, -45.7829896080783, 34.44790104189891]","[-0.4153691741429617, -47.81281063614484, 31.56848044383942]"
3.581868686868687,"[0.2368131855636592, -46.30700348888933, 33.74035710253937]","[-0.3917725138105516, -48.43607544530317, 30.603912491151608]"
3.591818181818182,"[0.2205625595001294, -47.265637403129574, 32.383903764755864]","[-0.3833257234986189, -48.24563131685542, 30.9033731207373]"
3.601767676767677,"[0.20974715905050498, -46.77508380565962, 33.0885764443642]","[-0.3421555325850171, -45.705428742724806, 34.550008148290964]"
3.611717171717172,"[0.1858452912504743, -46.770340106185174, 33.09542412315079]","[-0.3077077151381955, -48.43066575407661, 30.613433008904757]"
3.621666666666667,"[0.17789967653917194, -47.38156317996725, 32.21431626372974]","[-0.2992019933501465, -46.56460315707192, 33.383447410405765]"
3.631616161616162,"[0.1671244585925144, -46.665711856681106, 33.242890312611166]","[-0.26691480374655235, -46.442291558499484, 33.55366837313935]"
3.641565656565657,"[0.15888453297553193, -46.67510487898101, 33.229741050045035]","[-0.2533953880615553, -46.66080596732835, 33.249230476334155]"
3.651515151515151,"[0.15429850716964666, -47.31567181504823, 32.311139606536315]","[-0.25491899528565304, -46.491704058908724, 33.48526272879513]"
3.661464646464646,"[0.14660009391200576, -47.07568079513275, 32.65983980516407]","[-0.24211863614669935, -48.37485909690301, 30.702129175882156]"
3.671414141414142,"[0.1470514930048407, -47.63426088468963, 31.839628073196405]","[-0.24971975073163455, -47.528333604980546, 31.996898205787314]"
3.681363636363637,"[0.14752589546851463, -47.56732372358967, 31.9395413225853]","[-0.24826921131046012, -47.046178042524275, 32.701710108212474]"
3.691313131313132,"[0.14660054878592663, -47.61109671489092, 31.87425807601085]","[-0.2494983536879861, -47.93119687278354, 31.390196987685762]"
3.701262626262626,"[0.14824081031270386, -46.764060066738274, 33.10448701835442]","[-0.23925295075116562, -47.858448312657686, 31.501079872632513]"
3.711212121212121,"[0.15310286339475365, -47.59672186382286, 31.8956890087493]","[-0.26112042077517233, -47.88258641557506, 31.464203220367498]"
3.721161616161616,"[0.1597381039912785, -47.48219207926331, 32.065905087769195]","[-0.27225678084407706, -48.22114641875787, 30.942741706541522]"
3.731111111111111,"[0.17800548624894325, -47.24286264467683, 32.41738103540766]","[-0.295867597665694, -46.294468068367244, 33.75708871693946]"
3.741060606060606,"[0.20468116840371858, -46.185096918053354, 33.90724521840521]","[-0.32422225124254545, -46.48256862531458, 33.49734383404845]"
3.751010101010101,"[0.24371109140622507, -45.75020388367759, 34.4915322871803]","[-0.386560426819816, -47.04349679469965, 32.70422496215504]"
3.760959595959596,"[0.271920675403712, -46.929391040442404, 32.86890119446155]","[-0.47708830300267063, -48.54907096593646, 30.423123526478133]"
3.770909090909091,"[0.2986447726194753, -47.16629905669466, 32.527794185987695]","[-0.5314400767469338, -46.84316235904443, 32.98851408688749]"
3.780858585858586,"[0.32539625595676647, -47.07722718163303, 32.65631865623047]","[-0.5872038700631722, -47.28664816169094, 32.34863903256484]"
3.790808080808081,"[0.3666418258584414, -44.68359924622443, 35.86150975887779]","[-0.5875929727660061, -47.536622094824125, 31.980160167265872]"
3.800757575757576,"[0.45701900842749266, -45.0172706500111, 35.44069450308967]","[-0.7402844092496408, -42.58920957403021, 38.31993680663499]"
3.810707070707071,"[0.47917066770704136, -43.25375928811318, 37.572450717632414]","[-0.7425438150899486, -45.741667148585066, 34.49572241832992]"
3.820656565656566,"[0.5177894403533931, -43.92656908707305, 36.78307725497965]","[-0.8115204131385747, -42.1310312075203, 38.82169488857685]"
3.830606060606061,"[0.5035798544259871, -43.37497928457177, 37.432124297252095]","[-0.772954807309928, -43.327522140659745, 37.48245877778351]"
3.840555555555556,"[0.4506370221388191, -44.670464154679614, 35.876913307745774]","[-0.7639598038575525, -48.854283659406455, 29.92459997320072]"
3.85050505050505,"[0.45837133019411486, -45.19214717540647, 35.21741159443438]","[-0.7504714509977027, -42.571943258544515, 38.33892003961832]"
3.860454545454546,"[0.3967646643735554, -46.62311729226794, 33.30065857853678]","[-0.7313244689751518, -48.321447060910494, 30.778389634164544]"
3.87040404040404,"[0.37857968028626354, -44.344484696722446, 36.27988015993945]","[-0.5898779299979329, -45.94644343302664, 34.22546902374207]"
3.880353535353535,"[0.35798686731934404, -46.93705493817523, 32.85713117643248]","[-0.6541174884047978, -47.581483412159685, 31.912081044981697]"
3.890303030303031,"[0.3590853514460427, -45.335048178132894, 35.03442327780622]","[-0.5714293286424607, -44.00046847495453, 36.693849518940425]"
3.900252525252526,"[0.33819180207482563, -44.78317924230423, 35.73735906958438]","[-0.5320630477874105, -46.64374166295658, 33.26987560247696]"
3.91020202020202,"[0.32990155593852094, -45.149853323551305, 35.27305288512659]","[-0.5337002842101205, -47.87645654381106, 31.470087747366552]"
3.920151515151515,"[0.3280302240529576, -45.30079856587676, 35.07900220185446]","[-0.5360387951553628, -48.15889872799474, 31.036099718369556]"
3.93010101010101,"[0.32996277183837414, -45.14547429625618, 35.27865679340722]","[-0.533640539781108, -47.867211267962524, 31.484149396391324]"
3.940050505050505,"[0.33446771828358274, -44.898283394610665, 35.59267662840768]","[-0.5314131483399883, -47.19119880112816, 32.488685811985626]"
3.95,"[0.3403881119403947, -44.74635986027464, 35.78342863952246]","[-0.5332924444836918, -46.32726863086416, 33.709140160854744]"
